player,team,team_country,position,age,birth_year,club,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct
John Yeboah,Ecuador,Ecuador,MF,26-002,2000,Venezia,2,2,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,33.3,3.62,1.21,0.0,0.0,75.0,82.8,75.0,0,0,,0,0.5,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,8.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Jordy Alcivar,Ecuador,Ecuador,MF,26-324,1999,Independiente,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,,45.0,25.0,45.0,0,0,,1,1.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Jordy Caicedo,Ecuador,Ecuador,FW,28-219,1997,Huracán,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,2.0,1.1,,0,1,2.0,1,1.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Kendry Páez,Ecuador,Ecuador,MF,19-052,2007,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Rodríguez,Ecuador,Ecuador,FW,26-113,2000,Union SG,2,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,6.1,1.53,0.0,0.0,30.0,32.8,,0,2,30.0,0,0.5,0.0,1.0,-1.0,-1.53,-1.53,0.0,0.0,2.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Moisés Caicedo,Ecuador,Ecuador,MF,24-235,2001,Chelsea,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.0,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,0.5,0.0,1.0,-1.0,-0.5,,0.0,3.0,2.0,0.0,10.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Moisés Ramírez,Ecuador,Ecuador,GK,25-289,2000,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nilson Angulo,Ecuador,Ecuador,"FW,MF",23-006,2003,Sunderland,2,0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.61,1.61,0.0,0.0,28.0,31.1,,0,2,28.0,0,0.5,0.0,1.0,-1.0,-1.61,-1.61,0.0,1.0,1.0,0.0,2.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Pedro Vite,Ecuador,Ecuador,MF,24-108,2002,UNAM,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,1.5,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,0.5,0.0,1.0,-1.0,-0.5,,0.0,1.0,2.0,0.0,3.0,3.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Pervis Estupiñán,Ecuador,Ecuador,MF,28-155,1998,Milan,1,1,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,69.0,38.3,69.0,0,0,,1,1.0,0.0,0.0,0.0,0.0,0.81,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Piero Hincapié,Ecuador,Ecuador,DF,24-167,2002,Arsenal,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,0.5,0.0,1.0,-1.0,-0.5,,0.0,1.0,3.0,0.0,6.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Willian Pacho,Ecuador,Ecuador,DF,24-252,2001,PSG,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.5,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,0.5,0.0,1.0,-1.0,-0.5,,0.0,2.0,0.0,0.0,0.0,3.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Yaimar Medina,Ecuador,Ecuador,"DF,MF",21-232,2004,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ángelo Preciado,Ecuador,Ecuador,"DF,MF",28-127,1998,Atlético Mineiro,2,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,19.0,20.6,,0,2,19.0,0,0.5,0.0,1.0,-1.0,-2.43,-2.43,0.0,0.0,1.0,0.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ahmed Fatouh,Egypt,Egypt,DF,28-095,1998,,2,2,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.51,0.51,0.0,0.0,89.0,98.3,89.0,1,0,,0,2.0,4.0,2.0,2.0,1.02,1.02,0.0,2.0,2.0,0.0,5.0,3.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,
El Mahdy Soliman,Egypt,Egypt,GK,39-017,1987,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emam Ashour,Egypt,Egypt,MF,28-125,1998,,2,2,152.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.59,0.59,5.0,1.0,20.0,2.96,0.59,0.2,1.0,76.0,84.4,76.0,0,0,,0,2.0,4.0,2.0,2.0,1.18,1.18,0.0,1.0,6.0,0.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Haissem Hassan,Egypt,Egypt,MF,24-137,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamdy Fathy,Egypt,Egypt,DF,31-269,1994,,2,2,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,64.0,70.6,64.0,0,0,,0,2.0,1.0,2.0,-1.0,-0.71,-5.8,0.0,2.0,2.0,0.0,1.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Hamza Abdelkarim,Egypt,Egypt,FW,18-175,2008,,2,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,15.0,16.7,,0,2,15.0,0,2.0,1.0,0.0,1.0,3.0,2.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Hossam Abdelmaguid,Egypt,Egypt,DF,25-056,2001,,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,5.0,2.8,,0,1,5.0,1,3.0,0.0,0.0,0.0,0.0,-1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ibrahim Adel,Egypt,Egypt,MF,25-063,2001,Nordsjælland,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,3.0,1.7,,0,1,3.0,1,1.0,0.0,0.0,0.0,0.0,-1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Karim Hafez,Egypt,Egypt,DF,30-105,1996,,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,3.0,1.7,,0,1,3.0,1,1.0,0.0,0.0,0.0,0.0,-1.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mahmoud Saber,Egypt,Egypt,MF,24-330,2001,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marwan Attia,Egypt,Egypt,MF,27-317,1998,,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,2.0,4.0,2.0,2.0,1.0,,0.0,3.0,0.0,0.0,6.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Mohamed Abdelmonem,Egypt,Egypt,DF,27-144,1999,Nice,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,0.6,,0,1,1.0,1,3.0,0.0,0.0,0.0,0.0,-1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mohamed Alaa,Egypt,Egypt,GK,27-175,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed El-Shenawy,Egypt,Egypt,GK,37-189,1988,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Hany,Egypt,Egypt,DF,30-151,1996,,2,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,3.0,0.0,0.0,1.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,2.0,4.0,2.0,2.0,1.0,,0.0,1.0,0.0,0.0,5.0,2.0,6.0,,,1.0,,,,,,,,,,,,,,,,,,
Mohamed Salah,Egypt,Egypt,"MF,FW",34-010,1992,Liverpool,2,2,159.0,1.8,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.57,1.13,1.7,0.57,1.7,6.0,3.0,50.0,3.4,1.7,0.17,0.33,80.0,88.3,80.0,0,0,,0,2.0,4.0,2.0,2.0,1.13,1.13,0.0,2.0,4.0,0.0,7.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Mohanad Lasheen,Egypt,Egypt,MF,30-027,1996,,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,4.0,2.0,2.0,1.0,,0.0,3.0,1.0,0.0,1.0,4.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,
Mostafa Shobeir,Egypt,Egypt,GK,26-041,2000,,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,4.0,2.0,2.0,1.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,2.0,1.0,9.0,7.0,77.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mostafa Ziko,Egypt,Egypt,MF,29-059,1997,,2,2,150.0,1.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,1.2,0.6,1.2,6.0,2.0,33.3,3.6,1.2,0.17,0.5,75.0,83.3,75.0,0,0,,0,2.0,3.0,2.0,1.0,0.6,-2.4,0.0,2.0,3.0,1.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Nabil Dunga,Egypt,Egypt,MF,30-080,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omar Marmoush,Egypt,Egypt,FW,27-138,1999,Manchester City,2,2,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,12.5,4.36,0.55,0.0,0.0,83.0,91.7,83.0,1,0,,0,2.0,3.0,2.0,1.0,0.55,-5.45,0.0,2.0,5.0,0.0,2.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ramy Rabia,Egypt,Egypt,"DF,MF",33-036,1993,,2,0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,36.0,40.0,,0,2,36.0,0,2.0,3.0,0.0,3.0,3.75,4.58,0.0,2.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Tarek Alaa,Egypt,Egypt,DF,24-171,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trézéguet,Egypt,Egypt,"FW,MF",31-267,1994,,1,0,15.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,6.0,1.0,1.0,100.0,6.0,6.0,1.0,1.0,15.0,8.3,,0,1,15.0,1,3.0,1.0,0.0,1.0,6.0,5.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Yasser Ibrahim,Egypt,Egypt,DF,33-135,1993,,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,4.0,2.0,2.0,1.0,,0.0,0.0,1.0,0.0,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Zizo,Egypt,Egypt,MF,30-166,1996,,2,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,8.57,4.29,0.0,0.0,11.0,11.7,,0,2,11.0,0,2.0,0.0,0.0,0.0,0.0,-1.13,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Anthony Gordon,England,England,MF,25-121,2001,Barcelona,2,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,66.7,2.0,1.33,0.0,0.0,68.0,75.0,68.0,0,0,,0,2.0,3.0,2.0,1.0,0.67,-1.33,0.0,1.0,3.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Bukayo Saka,England,England,"FW,MF",24-293,2001,Arsenal,2,0,45.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,50.0,4.0,2.0,0.0,0.0,23.0,25.0,,0,2,23.0,0,2.0,1.0,0.0,1.0,2.0,1.33,0.0,0.0,4.0,1.0,1.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Dan Burn,England,England,DF,34-047,1992,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dean Henderson,England,England,GK,29-105,1997,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Declan Rice,England,England,MF,27-162,1999,Arsenal,2,2,161.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.56,0.56,0.0,0.56,4.0,1.0,25.0,2.24,0.56,0.0,0.0,81.0,89.4,81.0,1,0,,0,2.0,3.0,2.0,1.0,0.56,-4.18,0.0,2.0,0.0,0.0,21.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Djed Spence,England,England,DF,25-320,2000,Tottenham,2,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.18,1.18,0.0,0.0,38.0,42.2,65.0,0,1,11.0,0,2.0,1.0,0.0,1.0,1.18,0.32,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Eberechi Eze,England,England,"FW,MF",27-361,1998,Arsenal,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,17.0,9.4,,0,1,17.0,1,1.0,0.0,0.0,0.0,0.0,-1.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Elliot Anderson,England,England,MF,23-231,2002,Nottingham,2,2,163.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.55,5.0,0.0,0.0,2.76,0.0,0.0,,82.0,90.6,82.0,1,0,,0,2.0,4.0,2.0,2.0,1.1,1.1,0.0,5.0,5.0,0.0,1.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,
Ezri Konsa,England,England,DF,28-245,1997,Aston Villa,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.0,0.5,0.0,0.0,90.0,100.0,90.0,2,0,,0,2.0,4.0,2.0,2.0,1.0,,0.0,3.0,4.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Harry Kane,England,England,FW,32-332,1993,Bayern Munich,2,2,180.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,10.0,4.0,40.0,5.0,2.0,0.1,0.25,90.0,100.0,90.0,2,0,,0,2.0,4.0,2.0,2.0,1.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Ivan Toney,England,England,FW,30-101,1996,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Trafford,England,England,GK,23-258,2002,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarell Quansah,England,England,DF,23-147,2003,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Stones,England,England,DF,32-028,1994,Manchester City,1,1,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,86.0,47.8,86.0,0,0,,1,3.0,4.0,2.0,2.0,2.09,2.09,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Jordan Henderson,England,England,MF,36-008,1990,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Pickford,England,England,GK,32-110,1994,Everton,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,100.0,90.0,2,0,,0,2.0,4.0,2.0,2.0,1.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,180.0,2.0,1.0,5.0,3.0,60.0,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,
Jude Bellingham,England,England,MF,22-361,2003,Real Madrid,2,2,152.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.59,0.59,4.0,2.0,50.0,2.37,1.18,0.25,0.5,76.0,84.4,76.0,0,0,,0,2.0,3.0,2.0,1.0,0.59,-2.62,0.0,2.0,1.0,1.0,2.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Kobbie Mainoo,England,England,MF,21-067,2005,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Guéhi,England,England,DF,25-347,2000,Manchester City,2,1,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.96,0.0,0.0,,47.0,52.2,90.0,1,1,4.0,0,2.0,0.0,0.0,0.0,0.0,-2.09,0.0,2.0,7.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Marcus Rashford,England,England,"FW,MF",28-237,1997,Barcelona,2,0,27.0,0.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,3.33,3.33,1.0,1.0,100.0,3.33,3.33,1.0,1.0,14.0,15.0,,0,2,14.0,0,2.0,1.0,0.0,1.0,3.33,2.75,0.0,2.0,0.0,0.0,4.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Morgan Rogers,England,England,"FW,MF",23-334,2002,Aston Villa,2,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,18.0,20.0,,0,2,18.0,0,2.0,1.0,0.0,1.0,2.5,1.87,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Nico O'Reilly,England,England,DF,21-096,2005,Manchester City,2,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,3.13,0.78,0.0,0.0,58.0,63.9,90.0,1,1,25.0,0,2.0,4.0,2.0,2.0,1.57,1.57,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Noni Madueke,England,England,MF,24-107,2002,Arsenal,2,2,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.76,0.0,0.0,,77.0,85.0,77.0,0,0,,0,2.0,3.0,2.0,1.0,0.59,-2.75,0.0,0.0,2.0,0.0,6.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Ollie Watkins,England,England,"FW,MF",30-177,1995,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reece James,England,England,DF,26-199,1999,Chelsea,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,2.0,4.0,2.0,2.0,1.0,,0.0,1.0,0.0,0.0,5.0,2.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,
Trevoh Chalobah,England,England,"DF,MF",26-355,1999,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrien Rabiot,France,France,MF,31-083,1995,Milan,2,2,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,,90.0,100.0,90.0,2,0,,0,3.0,6.0,1.0,5.0,2.5,,0.0,3.0,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,
Aurélien Tchouaméni,France,France,MF,26-149,2000,Real Madrid,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,90.0,50.0,90.0,1,0,,1,3.0,3.0,1.0,2.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,
Bradley Barcola,France,France,MF,23-296,2002,PSG,2,1,93.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.97,0.0,0.97,0.97,0.97,2.0,1.0,50.0,1.94,0.97,0.5,1.0,47.0,51.7,82.0,0,1,11.0,0,3.0,5.0,1.0,4.0,3.87,2.84,0.0,0.0,0.0,0.0,1.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,
Brice Samba,France,France,GK,32-061,1994,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
